Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,Year
Andris Biedriņš,18,GSW,C,30,1,384,45,78,0.577,0,1,0.000,45,77,0.584,0.577,19,40,0.475,47,71,118,12,12,24,12,87,109,0,,biedran01,2004-2005
Theron Smith,24,CHA,SF,33,5,510,44,136,0.324,3,12,0.250,41,124,0.331,0.335,14,16,0.875,39,77,116,28,6,4,27,58,105,0,,smithth01,2004-2005
Ryan Humphrey,25,MEM,SF,35,0,317,42,103,0.408,0,2,0.000,42,101,0.416,0.408,18,37,0.486,50,37,87,6,10,1,23,35,102,0,,humphry01,2004-2005
Sasha Vujačić,20,LAL,SG,35,3,403,33,117,0.282,17,63,0.270,16,54,0.296,0.355,18,19,0.947,13,49,62,51,12,2,15,41,101,0,,vujacsa01,2004-2005
Ben Handlogten,31,UTA,C,21,5,297,43,83,0.518,0,1,0.000,43,82,0.524,0.518,9,17,0.529,23,42,65,13,7,5,18,55,95,0,,handlbe01,2004-2005
Brandon Hunter,24,ORL,PF,31,0,224,37,73,0.507,0,0,,37,73,0.507,0.507,21,39,0.538,25,44,69,3,4,7,22,42,95,0,,huntebr01,2004-2005
Matt Freije,23,NOH,PF,23,11,441,37,127,0.291,14,54,0.259,23,73,0.315,0.346,5,8,0.625,16,45,61,20,13,2,17,40,93,0,,freijma01,2004-2005
Bernard Robinson,24,CHA,SG,31,1,328,36,81,0.444,3,8,0.375,33,73,0.452,0.463,18,26,0.692,14,34,48,30,11,4,20,42,93,0,,robinbe01,2004-2005
Billy Thomas,29,NJN,SF,25,0,356,34,94,0.362,17,56,0.304,17,38,0.447,0.452,7,9,0.778,7,29,36,17,14,1,9,29,92,0,,thomabi01,2004-2005
Glenn Robinson,32,SAS,SF,9,0,157,34,77,0.442,2,6,0.333,32,71,0.451,0.455,20,23,0.870,4,20,24,8,4,3,7,19,90,0,,robingl01,2004-2005
Moochie Norris,31,2TM,PG,38,0,360,35,109,0.321,0,12,0.000,35,97,0.361,0.321,20,24,0.833,10,36,46,39,18,2,27,44,90,0,,norrimo01,2004-2005
Moochie Norris,31,NYK,PG,32,0,321,32,93,0.344,0,12,0.000,32,81,0.395,0.344,18,22,0.818,9,33,42,34,17,2,25,42,82,0,,norrimo01,2004-2005
Moochie Norris,31,HOU,PG,6,0,39,3,16,0.188,0,0,,3,16,0.188,0.188,2,2,1.000,1,3,4,5,1,0,2,2,8,0,,norrimo01,2004-2005
Mark Madsen,29,MIN,C,41,14,601,34,66,0.515,0,0,,34,66,0.515,0.515,20,40,0.500,63,65,128,18,7,14,24,103,88,0,,madsema01,2004-2005
Greg Ostertag,31,SAC,C,56,3,556,37,84,0.440,0,2,0.000,37,82,0.451,0.440,13,38,0.342,55,112,167,37,7,40,24,88,87,0,,ostergr01,2004-2005
Kevin Willis,42,ATL,C,29,5,344,35,90,0.389,0,2,0.000,35,88,0.398,0.389,17,23,0.739,29,47,76,9,8,7,15,53,87,0,,willike02,2004-2005
Kendall Gill,36,MIL,SG,14,0,284,32,80,0.400,3,9,0.333,29,71,0.408,0.419,18,20,0.900,11,26,37,27,14,4,9,37,85,0,,gillke01,2004-2005
Mike Wilks,25,SAS,PG,48,0,278,32,77,0.416,5,16,0.313,27,61,0.443,0.448,12,16,0.750,4,21,25,33,14,1,14,26,81,0,,wilksmi01,2004-2005
Jake Voskuhl,27,PHO,C,38,1,360,27,59,0.458,0,0,,27,59,0.458,0.458,26,38,0.684,30,62,92,17,4,11,20,60,80,0,,voskuja01,2004-2005
Jamal Sampson,21,CHA,PF,23,0,329,28,62,0.452,0,0,,28,62,0.452,0.452,23,39,0.590,36,86,122,8,4,17,17,53,79,0,,sampsja01,2004-2005
Jake Tsakalidis,25,MEM,C,31,1,278,32,64,0.500,0,0,,32,64,0.500,0.500,14,18,0.778,21,35,56,10,3,16,12,42,78,0,,tsakaja01,2004-2005
Sean Marks,29,SAS,PF,23,0,244,27,80,0.338,0,3,0.000,27,77,0.351,0.338,22,28,0.786,18,38,56,8,3,11,14,29,76,0,,marksse01,2004-2005
Charlie Ward,34,HOU,PG,14,13,360,24,77,0.312,16,51,0.314,8,26,0.308,0.416,11,13,0.846,6,33,39,43,15,0,18,22,75,0,,wardch01,2004-2005
Antonio Burks,24,MEM,PG,24,0,219,28,60,0.467,3,11,0.273,25,49,0.510,0.492,14,19,0.737,1,11,12,28,13,1,12,25,73,0,,burksan01,2004-2005
Ervin Johnson,37,MIN,C,46,23,410,28,54,0.519,1,1,1.000,27,53,0.509,0.528,16,25,0.640,43,70,113,6,7,13,18,86,73,0,,johnser02,2004-2005
Aaron Williams,33,2TM,C,42,4,315,29,63,0.460,0,0,,29,63,0.460,0.460,15,17,0.882,17,43,60,8,5,8,17,70,73,0,,williaa01,2004-2005
Aaron Williams,33,NJN,C,19,0,150,14,27,0.519,0,0,,14,27,0.519,0.519,9,10,0.900,7,24,31,6,4,5,11,25,37,0,,williaa01,2004-2005
Aaron Williams,33,TOR,C,23,4,165,15,36,0.417,0,0,,15,36,0.417,0.417,6,7,0.857,10,19,29,2,1,3,6,45,36,0,,williaa01,2004-2005
Kerry Kittles,30,LAC,SG,11,0,243,28,73,0.384,7,21,0.333,21,52,0.404,0.432,6,10,0.600,1,31,32,20,8,3,7,12,69,0,,kittlke01,2004-2005
Darko Miličić,19,DET,C,37,2,254,25,76,0.329,0,0,,25,76,0.329,0.329,17,24,0.708,3,40,43,7,2,17,16,31,67,0,,milicda01,2004-2005
Randy Livingston,29,UTA,PG,17,4,227,22,52,0.423,5,8,0.625,17,44,0.386,0.471,15,17,0.882,3,9,12,45,12,2,14,28,64,0,,livinra01,2004-2005
Pape Sow,23,TOR,C,27,4,255,23,58,0.397,0,0,,23,58,0.397,0.397,16,27,0.593,18,39,57,2,12,4,10,46,62,0,,sowpa01,2004-2005
Damone Brown,25,WAS,SF,14,0,152,23,62,0.371,4,11,0.364,19,51,0.373,0.403,4,9,0.444,10,18,28,14,1,6,15,17,54,0,,brownda02,2004-2005
Zendon Hamilton,29,MIL,C,16,0,159,11,32,0.344,0,0,,11,32,0.344,0.344,29,48,0.604,18,24,42,6,5,2,12,26,51,0,,hamilze01,2004-2005
Nikoloz Tskitishvili,21,2TM,PF,35,0,220,22,74,0.297,2,17,0.118,20,57,0.351,0.311,4,7,0.571,12,29,41,10,8,11,19,33,50,0,,tskitni01,2004-2005
Nikoloz Tskitishvili,21,DEN,PF,23,0,158,15,51,0.294,0,7,0.000,15,44,0.341,0.294,4,7,0.571,11,18,29,4,8,8,14,24,34,0,,tskitni01,2004-2005
Nikoloz Tskitishvili,21,GSW,PF,12,0,62,7,23,0.304,2,10,0.200,5,13,0.385,0.348,0,0,,1,11,12,6,0,3,5,9,16,0,,tskitni01,2004-2005
Cory Alexander,31,CHA,SG,16,1,201,16,49,0.327,8,19,0.421,8,30,0.267,0.408,9,12,0.750,8,21,29,37,9,1,19,29,49,0,,alexaco01,2004-2005
Ansu Sesay,28,GSW,SF,16,0,128,17,42,0.405,2,8,0.250,15,34,0.441,0.429,13,24,0.542,18,20,38,12,2,3,8,16,49,0,,sesayan01,2004-2005
Smush Parker,23,2TM,PG,16,1,144,18,43,0.419,3,13,0.231,15,30,0.500,0.453,9,13,0.692,4,8,12,15,5,0,19,16,48,0,,parkesm01,2004-2005
Smush Parker,23,DET,PG,11,1,110,11,28,0.393,2,9,0.222,9,19,0.474,0.429,9,13,0.692,2,7,9,11,3,0,10,13,33,0,,parkesm01,2004-2005
Smush Parker,23,PHO,PG,5,0,34,7,15,0.467,1,4,0.250,6,11,0.545,0.500,0,0,,2,1,3,4,2,0,9,3,15,0,,parkesm01,2004-2005
Darvin Ham,31,DET,SF,47,0,275,17,37,0.459,0,0,,17,37,0.459,0.459,12,31,0.387,19,16,35,5,6,7,8,39,46,0,,hamda01,2004-2005
Alex Garcia,24,NOH,SG,8,3,146,18,52,0.346,5,18,0.278,13,34,0.382,0.394,3,4,0.750,7,8,15,18,4,1,8,15,44,0,,garcial01,2004-2005
Dajuan Wagner,21,CLE,SG,11,0,102,18,55,0.327,5,26,0.192,13,29,0.448,0.373,3,4,0.750,0,2,2,13,5,0,9,15,44,0,,wagneda02,2004-2005
Wang Zhizhi,27,MIA,C,20,0,92,17,36,0.472,2,3,0.667,15,33,0.455,0.500,7,12,0.583,6,12,18,5,3,2,5,9,43,0,,zhizhwa01,2004-2005
Jermaine Jackson,28,NYK,SG,21,0,230,17,33,0.515,0,2,0.000,17,31,0.548,0.515,8,13,0.615,3,20,23,24,7,1,10,26,42,0,,jacksje01,2004-2005
Horace Jenkins,30,DET,PG,15,0,104,15,45,0.333,0,9,0.000,15,36,0.417,0.333,12,13,0.923,3,6,9,9,5,1,7,6,42,0,,jenkiho01,2004-2005
Darrick Martin,33,LAC,PG,11,0,190,16,50,0.320,5,18,0.278,11,32,0.344,0.370,5,8,0.625,3,7,10,28,6,0,6,19,42,0,,martida01,2004-2005
Jahidi White,28,CHA,C,17,0,135,14,31,0.452,0,0,,14,31,0.452,0.452,14,40,0.350,11,23,34,1,2,12,11,31,42,0,,whiteja01,2004-2005
Justin Reed,23,BOS,SF,23,0,121,15,29,0.517,0,3,0.000,15,26,0.577,0.517,11,15,0.733,8,8,16,10,3,1,5,12,41,0,,reedju01,2004-2005
Reece Gaines,24,2TM,PG,21,0,187,17,50,0.340,4,14,0.286,13,36,0.361,0.380,3,4,0.750,1,13,14,7,5,1,7,17,41,0,,gainere01,2004-2005
Reece Gaines,24,HOU,PG,10,0,108,10,27,0.370,3,12,0.250,7,15,0.467,0.426,3,4,0.750,0,11,11,3,3,0,4,12,26,0,,gainere01,2004-2005
Reece Gaines,24,MIL,PG,11,0,79,7,23,0.304,1,2,0.500,6,21,0.286,0.326,0,0,,1,2,3,4,2,1,3,5,15,0,,gainere01,2004-2005
DeSagana Diop,23,CLE,C,39,0,306,20,69,0.290,0,2,0.000,20,67,0.299,0.290,0,5,0.000,30,40,70,15,8,27,12,53,40,0,,diopde01,2004-2005
Jonathan Bender,24,IND,SF,7,0,93,16,40,0.400,1,5,0.200,15,35,0.429,0.413,3,6,0.500,5,9,14,4,1,2,10,9,36,0,,bendejo01,2004-2005
Vin Baker,33,2TM,C,27,0,204,13,42,0.310,0,1,0.000,13,41,0.317,0.310,9,17,0.529,17,22,39,10,2,4,17,38,35,0,,bakervi01,2004-2005
Vin Baker,33,NYK,PF,24,0,191,13,38,0.342,0,1,0.000,13,37,0.351,0.342,7,15,0.467,17,20,37,9,2,4,15,31,33,0,,bakervi01,2004-2005
Vin Baker,33,HOU,C,3,0,13,0,4,0.000,0,0,,0,4,0.000,0.000,2,2,1.000,0,2,2,1,0,0,2,7,2,0,,bakervi01,2004-2005
Luis Flores,23,2TM,PG,16,0,77,14,29,0.483,5,10,0.500,9,19,0.474,0.569,2,2,1.000,1,2,3,11,2,0,11,9,35,0,,florelu01,2004-2005
Luis Flores,23,GSW,PG,15,0,73,13,27,0.481,4,9,0.444,9,18,0.500,0.556,2,2,1.000,0,2,2,11,2,0,11,9,32,0,,florelu01,2004-2005
Luis Flores,23,DEN,PG,1,0,4,1,2,0.500,1,1,1.000,0,1,0.000,0.750,0,0,,1,0,1,0,0,0,0,0,3,0,,florelu01,2004-2005
Vlade Divac,36,LAL,C,15,0,130,13,31,0.419,0,0,,13,31,0.419,0.419,8,12,0.667,18,14,32,19,4,1,14,25,34,0,,divacvl01,2004-2005
Scott Williams,36,CLE,C,19,0,152,12,41,0.293,0,1,0.000,12,40,0.300,0.293,9,11,0.818,15,15,30,8,4,6,5,30,33,0,,willisc01,2004-2005
Michael Bradley,25,3TM,PF,18,0,119,15,24,0.625,0,1,0.000,15,23,0.652,0.625,3,8,0.375,8,20,28,5,1,2,5,12,33,0,,bradlmi01,2004-2005
Michael Bradley,25,ORL,PF,8,0,55,3,7,0.429,0,0,,3,7,0.429,0.429,0,0,,3,11,14,2,1,2,1,4,6,0,,bradlmi01,2004-2005
Michael Bradley,25,SAC,PF,8,0,48,8,12,0.667,0,0,,8,12,0.667,0.667,2,6,0.333,5,6,11,2,0,0,3,8,18,0,,bradlmi01,2004-2005
Michael Bradley,25,PHI,PF,2,0,16,4,5,0.800,0,1,0.000,4,4,1.000,0.800,1,2,0.500,0,3,3,1,0,0,1,0,9,0,,bradlmi01,2004-2005
Marcus Haislip,24,IND,PF,9,0,106,13,38,0.342,0,1,0.000,13,37,0.351,0.342,6,11,0.545,5,10,15,3,2,2,6,15,32,0,,haislma01,2004-2005
Jamison Brewer,24,NYK,PG,18,0,185,11,37,0.297,3,15,0.200,8,22,0.364,0.338,6,13,0.462,6,16,22,12,8,1,13,11,31,0,,breweja01,2004-2005
Michael Curry,36,IND,SF,18,7,249,13,29,0.448,0,0,,13,29,0.448,0.448,4,8,0.500,8,19,27,15,5,4,5,39,30,0,,currymi01,2004-2005
John Edwards,23,IND,C,25,1,139,11,30,0.367,0,0,,11,30,0.367,0.367,7,14,0.500,8,11,19,3,3,4,8,12,29,0,,edwarjo01,2004-2005
Luke Jackson,23,CLE,SF,10,0,43,10,27,0.370,4,6,0.667,6,21,0.286,0.444,5,6,0.833,2,4,6,3,0,0,2,4,29,0,,jackslu02,2004-2005
Voshon Lenard,31,DEN,SG,3,1,54,10,26,0.385,4,12,0.333,6,14,0.429,0.462,5,8,0.625,0,6,6,6,1,0,2,2,29,0,,lenarvo01,2004-2005
Bo Outlaw,33,PHO,PF,39,0,214,12,34,0.353,0,0,,12,34,0.353,0.353,5,9,0.556,16,37,53,13,6,12,8,29,29,0,,outlabo01,2004-2005
Kevin Ollie,32,PHI,PG,26,0,158,11,31,0.355,0,0,,11,31,0.355,0.355,6,9,0.667,3,16,19,19,5,0,6,16,28,0,,ollieke01,2004-2005
Tamar Slay,24,CHA,SG,8,0,78,13,39,0.333,2,12,0.167,11,27,0.407,0.359,0,2,0.000,6,8,14,3,5,0,8,20,28,0,,slayta01,2004-2005
Rod Strickland,38,HOU,PG,16,2,196,9,43,0.209,1,2,0.500,8,41,0.195,0.221,9,10,0.900,3,24,27,39,3,2,16,15,28,0,,stricro02,2004-2005
Jérôme Moïso,26,3TM,PF,20,1,120,9,18,0.500,0,1,0.000,9,17,0.529,0.500,10,13,0.769,10,27,37,1,3,6,7,13,28,0,,moisoje01,2004-2005
Jérôme Moïso,26,TOR,C,8,1,69,3,9,0.333,0,1,0.000,3,8,0.375,0.333,8,9,0.889,6,17,23,0,2,3,6,7,14,0,,moisoje01,2004-2005
Jérôme Moïso,26,NJN,C,8,0,24,3,4,0.750,0,0,,3,4,0.750,0.750,2,4,0.500,3,4,7,0,0,1,1,2,8,0,,moisoje01,2004-2005
Jérôme Moïso,26,CLE,PF,4,0,27,3,5,0.600,0,0,,3,5,0.600,0.600,0,0,,1,6,7,1,1,2,0,4,6,0,,moisoje01,2004-2005
Ndudi Ebi,20,MIN,SG,2,0,54,11,21,0.524,0,1,0.000,11,20,0.550,0.524,5,9,0.556,6,10,16,1,1,1,3,7,27,0,,ebind01,2004-2005
Corsley Edwards,25,NOH,C,10,0,110,10,31,0.323,0,0,,10,31,0.323,0.323,7,12,0.583,12,13,25,3,3,4,2,19,27,0,,edwarco01,2004-2005
Ha Seung-Jin,19,POR,C,19,0,104,10,23,0.435,0,0,,10,23,0.435,0.435,6,11,0.545,6,12,18,2,1,5,12,21,26,0,,seungha01,2004-2005
James Thomas,24,2TM,PF,11,2,117,12,20,0.600,0,0,,12,20,0.600,0.600,2,6,0.333,17,20,37,4,4,4,7,13,26,0,,thomaja02,2004-2005
James Thomas,24,POR,PF,9,2,112,11,18,0.611,0,0,,11,18,0.611,0.611,2,6,0.333,15,20,35,4,4,4,7,12,24,0,,thomaja02,2004-2005
James Thomas,24,ATL,PF,2,0,5,1,2,0.500,0,0,,1,2,0.500,0.500,0,0,,2,0,2,0,0,0,0,1,2,0,,thomaja02,2004-2005
Dion Glover,26,SAS,SG,7,0,68,8,22,0.364,1,8,0.125,7,14,0.500,0.386,8,10,0.800,3,8,11,4,3,3,2,9,25,0,,glovedi01,2004-2005
Michael Stewart,29,ATL,PF,12,1,145,11,21,0.524,0,0,,11,21,0.524,0.524,3,7,0.429,21,19,40,5,6,5,6,32,25,0,,stewami01,2004-2005
Bruno Šundov,24,NYK,C,21,0,73,11,37,0.297,1,3,0.333,10,34,0.294,0.311,2,2,1.000,6,7,13,2,2,2,6,16,25,0,,sundobr01,2004-2005
Samaki Walker,28,WAS,PF,14,0,134,11,31,0.355,0,0,,11,31,0.355,0.355,2,3,0.667,8,10,18,4,3,7,8,25,24,0,,walkesa01,2004-2005
Omar Cook,23,TOR,PG,5,0,74,10,24,0.417,0,4,0.000,10,20,0.500,0.417,3,6,0.500,2,5,7,22,6,1,6,6,23,0,,cookom01,2004-2005
Mark Jones,29,ORL,SF,10,0,116,9,31,0.290,0,4,0.000,9,27,0.333,0.290,5,10,0.500,6,7,13,6,5,2,3,16,23,0,,jonesma03,2004-2005
Daniel Santiago,28,MIL,C,11,0,105,7,21,0.333,0,0,,7,21,0.333,0.333,8,11,0.727,6,13,19,1,3,4,4,28,22,0,,santida01,2004-2005
Jared Reiner,22,CHI,C,19,2,132,10,30,0.333,0,0,,10,30,0.333,0.333,1,4,0.250,13,25,38,1,3,7,9,35,21,0,,reineja01,2004-2005
Mamadou N'Diaye,29,LAC,C,11,0,72,8,20,0.400,0,1,0.000,8,19,0.421,0.400,4,7,0.571,9,9,18,1,1,5,0,20,20,0,,ndiayma02,2004-2005
Tremaine Fowlkes,28,IND,SF,8,0,56,9,17,0.529,1,3,0.333,8,14,0.571,0.559,0,2,0.000,3,5,8,0,2,0,5,7,19,0,,fowlktr01,2004-2005
Aleksandar Radojević,28,UTA,C,12,6,128,6,19,0.316,0,0,,6,19,0.316,0.316,7,10,0.700,9,19,28,6,0,2,15,32,19,0,,radojal01,2004-2005
D.J. Mbenga,24,DAL,C,15,1,58,6,14,0.429,0,0,,6,14,0.429,0.429,3,4,0.750,3,5,8,0,0,5,5,13,15,0,,mbengdj01,2004-2005
Jelani McCoy,27,ATL,C,10,0,88,7,13,0.538,0,0,,7,13,0.538,0.538,1,5,0.200,7,14,21,0,3,8,6,24,15,0,,mccoyje01,2004-2005
Robert Swift,19,SEA,C,16,0,72,5,11,0.455,0,0,,5,11,0.455,0.455,5,9,0.556,1,4,5,2,1,7,4,16,15,0,,swiftro01,2004-2005
Mateen Cleaves,27,SEA,PG,14,0,65,5,14,0.357,0,2,0.000,5,12,0.417,0.357,3,4,0.750,2,4,6,7,2,0,2,2,13,0,,cleavma01,2004-2005
Erik Daniels,22,SAC,SF,21,0,72,6,18,0.333,1,2,0.500,5,16,0.313,0.361,0,0,,7,11,18,4,2,0,6,7,13,0,,danieer01,2004-2005
Kaniel Dickens,26,NJN,SF,11,0,61,4,14,0.286,3,9,0.333,1,5,0.200,0.393,2,2,1.000,3,6,9,1,2,1,2,5,13,0,,dickeka01,2004-2005
Kedrick Brown,23,PHI,SF,8,0,55,2,6,0.333,0,3,0.000,2,3,0.667,0.333,8,10,0.800,1,10,11,4,3,1,5,4,12,0,,brownke01,2004-2005
Britton Johnsen,25,IND,SF,6,1,87,6,22,0.273,0,4,0.000,6,18,0.333,0.273,0,0,,5,5,10,4,1,0,3,10,12,0,,johnsbr01,2004-2005
Paul Shirley,27,PHO,PF,9,0,30,5,11,0.455,0,0,,5,11,0.455,0.455,2,4,0.500,1,1,2,3,0,0,1,3,12,0,,shirlpa01,2004-2005
Peter John Ramos,19,WAS,C,6,0,20,5,10,0.500,0,0,,5,10,0.500,0.500,1,2,0.500,1,3,4,0,0,1,3,4,11,0,,ramospe01,2004-2005
Jackie Butler,19,NYK,C,3,0,5,4,4,1.000,0,0,,4,4,1.000,1.000,2,2,1.000,0,0,0,0,1,0,1,0,10,0,,butleja01,2004-2005
Qyntel Woods,23,MIA,SF,3,0,40,5,12,0.417,0,0,,5,12,0.417,0.417,0,0,,2,4,6,0,4,0,2,6,10,0,,woodsqy01,2004-2005
Derrick Coleman,37,DET,C,5,0,50,3,14,0.214,0,2,0.000,3,12,0.250,0.214,3,3,1.000,3,12,15,0,0,0,2,6,9,0,,colemde01,2004-2005
Andrew DeClercq,31,ORL,C,8,0,49,4,9,0.444,0,0,,4,9,0.444,0.444,1,3,0.333,7,3,10,0,2,0,1,14,9,0,,declean01,2004-2005
Lawrence Funderburke,34,CHI,PF,2,0,21,3,6,0.500,0,0,,3,6,0.500,0.500,3,5,0.600,1,2,3,0,0,0,0,2,9,0,,fundela01,2004-2005
Geno Carlisle,28,POR,SG,6,0,16,2,3,0.667,0,0,,2,3,0.667,0.667,4,6,0.667,1,0,1,1,0,0,1,1,8,0,,carlige01,2004-2005
Donnell Harvey,24,NJN,PF,3,0,16,2,2,1.000,0,0,,2,2,1.000,1.000,4,4,1.000,2,5,7,1,1,1,1,2,8,0,,harvedo01,2004-2005
Awvee Storey,27,NJN,SG,9,0,32,3,10,0.300,1,2,0.500,2,8,0.250,0.350,1,2,0.500,4,1,5,1,0,0,0,3,8,0,,storeaw01,2004-2005
Andre Emmett,22,MEM,SG,8,0,28,2,6,0.333,0,0,,2,6,0.333,0.333,3,5,0.600,0,2,2,0,0,0,1,4,7,0,,emmetan01,2004-2005
Yuta Tabuse,24,PHO,PG,4,0,17,1,6,0.167,1,1,1.000,0,5,0.000,0.250,4,4,1.000,2,2,4,3,0,0,1,1,7,0,,tabusyu01,2004-2005
Dorell Wright,19,MIA,SF,3,0,27,3,11,0.273,0,4,0.000,3,7,0.429,0.273,1,1,1.000,0,1,1,3,4,0,3,2,7,0,,wrighdo01,2004-2005
Lonny Baxter,26,NOH,PF,4,0,36,3,11,0.273,0,0,,3,11,0.273,0.273,0,2,0.000,4,4,8,0,0,0,4,10,6,0,,baxtelo01,2004-2005
Torraye Braggs,28,HOU,PF,7,0,24,3,7,0.429,0,0,,3,7,0.429,0.429,0,0,,7,5,12,0,0,0,2,4,6,0,,braggto01,2004-2005
Frank Williams,24,CHI,SG,9,0,71,3,20,0.150,0,4,0.000,3,16,0.188,0.150,0,0,,2,4,6,11,2,3,3,9,6,0,,willifr02,2004-2005
Tony Bobbitt,25,LAL,SG,2,0,12,2,5,0.400,1,2,0.500,1,3,0.333,0.500,0,0,,0,3,3,0,0,0,0,1,5,0,,bobbito01,2004-2005
Anthony Miller,33,ATL,PF,2,0,9,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,0,1,1,1,1,0,1,2,4,0,,millean01,2004-2005
Mark Pope,32,DEN,PF,9,0,27,2,6,0.333,0,0,,2,6,0.333,0.333,0,0,,5,3,8,1,1,2,1,5,4,0,,popema01,2004-2005
Kirk Penney,24,LAC,SG,4,0,12,1,3,0.333,0,1,0.000,1,2,0.500,0.333,0,0,,0,1,1,1,0,0,2,0,2,0,,penneki01,2004-2005
Pavel Podkolzin,20,DAL,C,5,0,10,0,0,,0,0,,0,0,,,1,2,0.500,0,2,2,0,0,0,2,4,1,0,,podkopa01,2004-2005
Maurice Baker,25,2TM,PG,5,0,19,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,1,1,2,1,1,0,1,3,0,0,,bakerma01,2004-2005
Maurice Baker,25,LAC,PG,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,bakerma01,2004-2005
Maurice Baker,25,POR,PG,4,0,18,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,1,1,2,1,1,0,1,3,0,0,,bakerma01,2004-2005
Linton Johnson,24,SAS,SF,2,0,15,0,2,0.000,0,1,0.000,0,1,0.000,0.000,0,0,,0,3,3,0,1,0,1,1,0,0,,johnsli01,2004-2005
Brandin Knight,23,HOU,PG,1,0,3,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,0,0,0,1,0,0,0,0,0,0,,knighbr02,2004-2005
Ibo Kutluay,30,SEA,SG,5,0,12,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,0,1,1,0,0,0,2,1,0,0,,kutluib01,2004-2005
League Average,,,,,,,,,0.447,,,0.356,,,0.470,0.482,,,0.756,,,,,,,,,,,,-9999,2004-2005
